frame_id,track_id,bbox0,bbox1,bbox2,bbox3,6,7,8,9,loc_x,loc_y
1007,1613,1766.97,888.49,88.39,127.79,1,-1,-1,-1,1811.165,1016.28
1007,1686,893.77,807.78,67.72,128.31,1,-1,-1,-1,927.63,936.0899999999999
1007,1730,1109.37,466.98,26.62,48.57,1,-1,-1,-1,1122.6799999999998,515.5500000000001
1007,1738,989.84,518.17,29.6,59.73,1,-1,-1,-1,1004.64,577.9
1007,1779,1268.89,491.73,39.26,66.57,1,-1,-1,-1,1288.5200000000002,558.3
1007,1807,492.05,504.8,34.53,57.15,1,-1,-1,-1,509.315,561.95
1007,1810,930.8,507.74,34.09,61.92,1,-1,-1,-1,947.8449999999999,569.66
1007,1840,185.2,588.84,52.0,100.9,1,-1,-1,-1,211.2,689.74
1007,1850,866.2,501.02,30.66,50.87,1,-1,-1,-1,881.5300000000001,551.89
1007,1920,897.81,471.1,26.42,44.22,1,-1,-1,-1,911.02,515.32
1007,1929,1606.77,685.68,57.74,111.94,1,-1,-1,-1,1635.6399999999999,797.6199999999999
1007,1943,1445.43,568.44,48.25,71.59,1,-1,-1,-1,1469.555,640.0300000000001
1007,1964,1607.16,497.2,29.46,33.85,1,-1,-1,-1,1621.89,531.05
1007,1975,1427.28,566.04,43.08,68.75,1,-1,-1,-1,1448.82,634.79
1007,1983,206.18,792.1,96.04,158.68,1,-1,-1,-1,254.20000000000002,950.78
1007,1984,308.26,483.69,30.8,43.81,1,-1,-1,-1,323.65999999999997,527.5
1007,1989,1008.07,458.82,25.77,47.83,1,-1,-1,-1,1020.955,506.65
1007,1995,1870.4,978.17,42.7,93.2,1,-1,-1,-1,1891.75,1071.37
1007,1999,139.99,614.95,60.5,109.23,1,-1,-1,-1,170.24,724.1800000000001
1007,2002,81.51,864.98,82.98,141.26,1,-1,-1,-1,123.0,1006.24
1007,2005,146.78,612.97,55.35,102.17,1,-1,-1,-1,174.455,715.14
1008,30,1312.35,467.13,27.74,46.7,1,-1,-1,-1,1326.2199999999998,513.83
1008,263,6.93,645.31,24.72,40.64,1,-1,-1,-1,19.29,685.9499999999999
1008,308,1219.43,499.04,36.87,58.24,1,-1,-1,-1,1237.865,557.28
1008,421,987.24,459.26,24.88,46.29,1,-1,-1,-1,999.6800000000001,505.55
1008,587,808.67,881.69,59.23,112.05,1,-1,-1,-1,838.285,993.74
